0.000001
0.948836,0.051164
0.968547,0.031453
0.951856,0.048144
0.972125,0.027875
0.932096,0.067904
0.921291,0.078709
0.914653,0.085347
0.949510,0.050490
0.940997,0.059003
0.573250,0.426750
0.961453,0.038547
0.983446,0.016554
0.951722,0.048278
0.781501,0.218499
0.967115,0.032885
0.950023,0.049977
0.724758,0.275242
0.959481,0.040519
0.965376,0.034624,
0.971593,0.028407,
0.851992,0.148008,
0.959603,0.040397,
0.929234,0.070766,
0.958633,0.041367,
0.974975,0.025025,
0.953091,0.046909,
0.930864,0.069136,
0.942016,0.057984,
0.938587,0.061413,
0.947633,0.052367,
0.910680,0.089320,
0.972163,0.027837,
0.953714,0.046286,
0.125950,0.874050,
0.956132,0.043868,
0.968928,0.031072,
0.742670,0.257330,
0.948744,0.051256,
0.941751,0.058249,
0.927945,0.072055,
0.943347,0.056653,
0.659444,0.340556,
0.989138,0.010862,
0.953933,0.046067,
0.957500,0.042500,
0.988176,0.011824,
0.960530,0.039470,
0.933835,0.066165,
0.949097,0.050903,
0.839687,0.160313,
0.710505,0.289495,
0.875784,0.124216,
0.978065,0.021935,
0.973202,0.026798,
0.902898,0.097102,
0.962329,0.037671,
0.953800,0.046200,
0.955209,0.044791,
0.972548,0.027452,
0.947803,0.052197,
0.961009,0.038991,
0.979545,0.020455,
0.277991,0.722009,
0.949003,0.050997,
0.967136,0.032864,
0.978643,0.021357,
0.939037,0.060963,
0.098581,0.901419,
0.943623,0.056377,
0.972654,0.027346,
0.961564,0.038436,
0.974566,0.025434,
0.943178,0.056822,
0.970411,0.029589,
0.783588,0.216412,
0.976005,0.023995,
0.942160,0.057840,
0.803727,0.196273,
0.958866,0.041134,
0.956257,0.043743,
0.982371,0.017629,
0.962605,0.037395,
0.933310,0.066690,
0.956609,0.043391,
0.359750,0.640250,
0.958309,0.041691,
0.966364,0.033636,
0.549862,0.450138,
0.966368,0.033632,
0.952117,0.047883,
0.969795,0.030205,
0.960305,0.039695,
0.973199,0.026801,
0.945619,0.054381,
0.972315,0.027685,
0.988042,0.011958,
0.956647,0.043353,
0.954310,0.045690,
0.852218,0.147782,
0.954541,0.045459,
0.931331,0.068669,
0.975781,0.024219,
0.984719,0.015281,
0.954930,0.045070,
0.940573,0.059427,
0.982153,0.017847,
0.939015,0.060985,
0.976003,0.023997,
0.943330,0.056670,
0.987649,0.012351,
0.778249,0.221751,
0.980558,0.019442,
0.701803,0.298197,
0.469700,0.530300,
0.862064,0.137936,
0.698261,0.301739,
0.916209,0.083791,
0.988221,0.011779,
0.926247,0.073753,
0.974426,0.025574,
0.344790,0.655210,
0.920093,0.079907,
0.929606,0.070394,
0.962951,0.037049,
0.965078,0.034922,
0.888465,0.111535,
0.955580,0.044420,
0.902128,0.097872,
0.940789,0.059211,
0.742149,0.257851,
0.981003,0.018997,
0.961330,0.038670,
0.964727,0.035273,
0.961742,0.038258,
0.987520,0.012480,
0.980365,0.019635,
0.961772,0.038228,
0.952659,0.047341,
0.924694,0.075306,
0.715347,0.284653,
0.931932,0.068068,
0.957301,0.042699,
0.953271,0.046729,
0.781487,0.218513,
0.978336,0.021664,
0.977201,0.022799,
0.100000,0.900000,
0.837460,0.162540,
0.967852,0.032148,
0.956445,0.043555,
0.888451,0.111549,
0.986502,0.013498,
0.974986,0.025014,
0.859755,0.140245,
0.459698,0.540302,
0.916455,0.083545,
0.967417,0.032583,
0.763871,0.236129,
0.925983,0.074017,
0.979439,0.020561,
0.989341,0.010659,
0.948577,0.051423,
0.693541,0.306459,
0.964778,0.035222,
0.323030,0.676970,
0.977972,0.022028,
0.963120,0.036880,
0.934810,0.065190,
0.960429,0.039571,
0.761212,0.238788,
0.934991,0.065009,
0.975651,0.024349,
0.981732,0.018268,
0.976942,0.023058,
0.972703,0.027297,
0.777950,0.222050,
0.955461,0.044539,
0.944381,0.055619,
0.488910,0.511090,
0.788748,0.211252,
0.671066,0.328934,
0.889207,0.110793,
0.898883,0.101117,
0.967156,0.032844,
0.828603,0.171397,
0.905595,0.094405,
0.962183,0.037817,
0.916077,0.083923,
0.936669,0.063331,
0.942725,0.057275,
0.928195,0.071805,
0.708043,0.291957,
0.915139,0.084861,
0.983607,0.016393,
0.817092,0.182908,
0.957439,0.042561,
0.940394,0.059606,
0.912467,0.087533,
0.953942,0.046058,
0.971019,0.028981,
0.954452,0.045548,
0.981306,0.018694,
0.939948,0.060052,
0.945450,0.054550,
0.960589,0.039411,
0.951237,0.048763,
0.958415,0.041585,
0.978382,0.021618,
0.972401,0.027599,
0.947088,0.052912,
0.913422,0.086578,
0.980506,0.019494,
0.925560,0.074440,
0.967179,0.032821,
0.927906,0.072094,
0.970975,0.029025,
0.953707,0.046293,
0.965549,0.034451,
0.940818,0.059182,
0.964722,0.035278,
0.715589,0.284411,
0.931386,0.068614,
0.973218,0.026782,
0.940903,0.059097,
0.893170,0.106830,
0.979444,0.020556,
0.473881,0.526119,
0.898262,0.101738,
0.861857,0.138143,
0.964921,0.035079,
0.903366,0.096634,
0.978137,0.021863,
0.872227,0.127773,
0.159496,0.840504,
0.967642,0.032358,
0.972645,0.027355,
0.932517,0.067483,
0.078389,0.921611,
0.961995,0.038005,
0.957604,0.042396,
0.932563,0.067437,
0.978954,0.021046,
0.971850,0.028150,
0.943249,0.056751,
0.937025,0.062975,
0.906881,0.093119,
0.961711,0.038289,
0.955701,0.044299,
0.983267,0.016733,
0.971540,0.028460,
0.953297,0.046703,
0.937531,0.062469,
0.981487,0.018513,
0.747410,0.252590,
0.970049,0.029951,
0.913337,0.086663,
0.946071,0.053929,
0.740972,0.259028,
0.973968,0.026032,
0.910270,0.089730,
0.979088,0.020912,
0.959496,0.040504,
0.968770,0.031230,
0.972712,0.027288,
0.248851,0.751149,
0.975158,0.024842,
0.943757,0.056243,
0.919741,0.080259,
0.940606,0.059394,
0.949271,0.050729,
0.908719,0.091281,
0.843329,0.156671,
0.686348,0.313652,
0.945045,0.054955,
0.963625,0.036375,
0.980649,0.019351,
0.780016,0.219984,
0.938915,0.061085,
0.978817,0.021183,
0.932531,0.067469,
0.971828,0.028172,
0.968639,0.031361,
0.975558,0.024442,
0.922675,0.077325,
0.974040,0.025960,
0.930286,0.069714,
0.981201,0.018799,
0.950097,0.049903,
0.938287,0.061713,
0.960976,0.039024,
0.984691,0.015309,
0.886127,0.113873,
0.953139,0.046861,
0.969757,0.030243,
0.917846,0.082154,
0.967661,0.032339,
0.931419,0.068581,
0.919030,0.080970,
0.945783,0.054217,
0.871804,0.128196,
0.945406,0.054594,
0.693582,0.306418,
0.952992,0.047008,
0.245777,0.754223,
0.980479,0.019521,
0.888293,0.111707,
0.934400,0.065600,
0.956006,0.043994,
0.948727,0.051273,
0.950759,0.049241,
0.944187,0.055813,
0.938952,0.061048,
0.945999,0.054001,
0.951760,0.048240,
0.847409,0.152591,
0.939325,0.060675,
0.863376,0.136624,
0.965633,0.034367,
0.956907,0.043093,
0.949010,0.050990,
0.422567,0.577433,
0.986679,0.013321,
0.988057,0.011943,
0.924059,0.075941,
0.960403,0.039597,
0.971299,0.028701,
0.824003,0.175997,
0.930229,0.069771,
0.982737,0.017263,
0.973961,0.026039,
0.081458,0.918542,
0.961591,0.038409,
0.955445,0.044555,
0.961157,0.038843,
0.928325,0.071675,
0.822403,0.177597,
0.978542,0.021458,
0.972514,0.027486,
0.890848,0.109152,
0.940615,0.059385,
0.965369,0.034631,
0.948121,0.051879,
0.915166,0.084834,
0.868099,0.131901,
0.985153,0.014847,
0.970652,0.029348,
0.916215,0.083785,
0.853959,0.146041,
0.974277,0.025723,
0.955879,0.044121,
0.953200,0.046800,
0.972205,0.027795,
0.948567,0.051433,
0.960208,0.039792,
0.952808,0.047192,
0.963715,0.036285,
0.973143,0.026857,
0.958132,0.041868,
0.968782,0.031218,
0.940687,0.059313,
0.810329,0.189671,
0.943250,0.056750,
0.983779,0.016221,
0.959335,0.040665,
0.890092,0.109908,
0.985637,0.014363,
0.947537,0.052463,
0.915706,0.084294,
0.963212,0.036788,
0.979554,0.020446,
0.928945,0.071055,
0.944999,0.055001,
0.856660,0.143340,
0.611377,0.388623,
0.936922,0.063078,
0.931932,0.068068,
0.948104,0.051896,
0.967738,0.032262,
0.948994,0.051006,
0.957498,0.042502,
0.945413,0.054587,
0.964273,0.035727,
0.923175,0.076825,
0.908954,0.091046,
0.882604,0.117396,
0.961311,0.038689,
0.993019,0.006981,
0.796634,0.203366,
0.975946,0.024054,
0.947518,0.052482,
0.933777,0.066223,
0.932502,0.067498,
0.989266,0.010734,
0.828129,0.171871,
0.930772,0.069228,
0.949154,0.050846,
0.943540,0.056460,
0.944270,0.055730,
0.982012,0.017988,
0.937755,0.062245,
0.965751,0.034249,
0.748259,0.251741,
0.926790,0.073210,
0.447298,0.552702,
0.804807,0.195193,
0.930608,0.069392,
0.924942,0.075058,
0.977673,0.022327,
0.485887,0.514113,
0.953211,0.046789,
0.936513,0.063487,
0.941981,0.058019,
0.933052,0.066948,
0.940169,0.059831,
0.947919,0.052081,
0.977218,0.022782,
0.672800,0.327200,
0.972486,0.027514,
0.943028,0.056972,
0.941580,0.058420,
0.971428,0.028572,
0.949021,0.050979,
0.682050,0.317950,
0.073499,0.926501,
0.966082,0.033918,
0.948900,0.051100,
0.947510,0.052490,
0.902734,0.097266,
0.955008,0.044992,
0.977493,0.022507,
0.945074,0.054926,
0.913410,0.086590,
0.969447,0.030553,
0.963074,0.036926,
0.946803,0.053197,
0.977173,0.022827,
0.979473,0.020527,
0.452253,0.547747,
0.951646,0.048354,
0.867782,0.132218,
0.863605,0.136395,
0.862004,0.137996,
0.907868,0.092132,
0.946373,0.053627,
0.982414,0.017586,
0.951363,0.048637,
0.907333,0.092667,
0.932739,0.067261,
0.932403,0.067597,
0.973135,0.026865,
0.950907,0.049093,
0.957754,0.042246,
0.978299,0.021701,
0.969556,0.030444,
0.950696,0.049304,
0.090256,0.909744,
0.962318,0.037682,
0.975959,0.024041,
0.914084,0.085916,
0.950517,0.049483,
0.966425,0.033575,
0.981926,0.018074,
0.928058,0.071942,
0.945544,0.054456,
0.500617,0.499383,
0.934491,0.065509,
0.966306,0.033694,
0.947186,0.052814,
0.993344,0.006656,
0.961031,0.038969,
0.990446,0.009554,
0.992104,0.007896,
0.983406,0.016594,
0.942878,0.057122,
0.942977,0.057023,
0.970414,0.029586,
0.848458,0.151542,
0.924356,0.075644,
0.734915,0.265085,
0.953452,0.046548,
0.986417,0.013583,
0.951340,0.048660,
0.976515,0.023485,
0.964260,0.035740,
0.946048,0.053952,
0.608667,0.391333,
0.957311,0.042689,
0.964318,0.035682,
0.944454,0.055546,
0.951103,0.048897,
0.994206,0.005794,
0.969977,0.030023,
0.358910,0.641090,
0.991352,0.008648,
0.940183,0.059817,
0.943252,0.056748,
0.960685,0.039315,
0.565752,0.434248,
0.691766,0.308234,
0.948005,0.051995,
0.958104,0.041896,
0.954308,0.045692,
0.962883,0.037117,
0.983765,0.016235,
0.959136,0.040864,
0.978138,0.021862,
0.947897,0.052103,
0.945256,0.054744,
0.970616,0.029384,
0.844292,0.155708,
0.396500,0.603500,
0.986180,0.013820,
0.423433,0.576567,
0.934495,0.065505,
0.978888,0.021112,
0.769817,0.230183,
0.878977,0.121023,
0.969551,0.030449,
0.367822,0.632178,
0.972370,0.027630,
0.350473,0.649527,
0.981363,0.018637,
0.992486,0.007514,
0.928784,0.071216,
0.871596,0.128404,
0.966195,0.033805,
0.900784,0.099216,
0.958824,0.041176,
0.941480,0.058520,
0.925595,0.074405,
0.960830,0.039170,
0.139022,0.860978,
0.961299,0.038701,
0.947733,0.052267,
0.576777,0.423223,
0.408669,0.591331,
0.837179,0.162821,
0.975538,0.024462,
0.938297,0.061703,
0.948710,0.051290,
0.897673,0.102327,
0.878263,0.121737,
0.924301,0.075699,
0.742655,0.257345,
0.898581,0.101419,
0.925965,0.074035,
0.869072,0.130928,
0.974046,0.025954,
0.938887,0.061113,
0.813202,0.186798,
0.936577,0.063423,
0.953073,0.046927,
0.940627,0.059373,
0.953456,0.046544,
0.898247,0.101753,
0.263195,0.736805,
0.950131,0.049869,
0.935338,0.064662,
0.974928,0.025072,
0.733553,0.266447,
0.881511,0.118489,
0.964699,0.035301,
0.080214,0.919786,
0.368783,0.631217,
0.977150,0.022850,
0.976998,0.023002,
0.653146,0.346854,
0.928538,0.071462,
0.977689,0.022311,
0.968998,0.031002,
0.927656,0.072344,
0.967236,0.032764,
0.979661,0.020339,
0.747852,0.252148,
0.510269,0.489731,
0.942623,0.057377,
0.969956,0.030044,
0.963774,0.036226,
0.965512,0.034488,
0.898707,0.101293,
0.981506,0.018494,
0.657612,0.342388,
0.962610,0.037390,
0.850024,0.149976,
0.711334,0.288666,
0.948080,0.051920,
0.899506,0.100494,
0.976410,0.023590,
0.947003,0.052997,
0.956705,0.043295,
0.685055,0.314945,
0.977316,0.022684,
0.977456,0.022544,
0.958838,0.041162,
0.891159,0.108841,
0.893270,0.106730,
0.943618,0.056382,
0.841549,0.158451,
0.952380,0.047620,
0.950148,0.049852,
0.967576,0.032424,
0.942197,0.057803,
0.907296,0.092704,
0.938775,0.061225,
0.947305,0.052695,
0.958021,0.041979,
0.940446,0.059554,
0.892190,0.107810,
0.974344,0.025656,
0.834590,0.165410,
0.968407,0.031593,
0.946660,0.053340,
0.947687,0.052313,
0.962573,0.037427,
0.976933,0.023067,
0.564815,0.435185,
0.982800,0.017200,
0.948560,0.051440,
0.957307,0.042693,
0.242224,0.757776,
0.960371,0.039629,
0.976669,0.023331,
0.927219,0.072781,
0.927825,0.072175,
0.947994,0.052006,
0.893787,0.106213,
0.981142,0.018858,
0.651505,0.348495,
0.946337,0.053663,
0.614572,0.385428,
0.973602,0.026398,
0.898763,0.101237,
0.893401,0.106599,
0.931415,0.068585,
0.908861,0.091139,
0.958011,0.041989,
0.975020,0.024980,
0.470154,0.529846,
0.923180,0.076820,
0.965638,0.034362,
0.930967,0.069033,
0.929052,0.070948,
0.969156,0.030844,
0.923497,0.076503,
0.916671,0.083329,
0.983762,0.016238,
0.717859,0.282141,
0.975494,0.024506,
0.309385,0.690615,
0.978567,0.021433,
0.945669,0.054331,
0.935451,0.064549,
0.948692,0.051308,
0.956716,0.043284,
0.946404,0.053596,
0.907624,0.092376,
0.941403,0.058597,
0.932577,0.067423,
0.940929,0.059071,
0.939529,0.060471,
0.942287,0.057713,
0.813166,0.186834,
0.936731,0.063269,
0.960270,0.039730,
0.939934,0.060066,
0.966665,0.033335,
0.858200,0.141800,
0.941259,0.058741,
0.612189,0.387811,
0.946533,0.053467,
0.953991,0.046009,
0.232405,0.767595,
0.830738,0.169262,
0.963770,0.036230,
0.935185,0.064815,
0.947559,0.052441,
0.535938,0.464062,
0.100261,0.899739,
0.932067,0.067933,
0.948510,0.051490,
0.892146,0.107854,
0.843769,0.156231,
0.819197,0.180803,
0.966643,0.033357,
0.976163,0.023837,
0.928412,0.071588,
0.901202,0.098798,
0.968627,0.031373,
0.920597,0.079403,
0.945949,0.054051,
0.887867,0.112133,
0.967294,0.032706,
0.888738,0.111262,
0.941286,0.058714,
0.961160,0.038840,
0.945375,0.054625,
0.941662,0.058338,
0.949717,0.050283,
0.922079,0.077921,
0.953118,0.046882,
0.913214,0.086786,
0.959643,0.040357,
0.931729,0.068271,
0.561872,0.438128,
0.901147,0.098853,
0.962650,0.037350,
0.892785,0.107215,
0.961460,0.038540,
0.993925,0.006075,
0.845607,0.154393,
0.947324,0.052676,
0.896318,0.103682,
0.965125,0.034875,
0.951464,0.048536,
0.879340,0.120660,
0.971573,0.028427,
0.977431,0.022569,
0.964800,0.035200,
0.868215,0.131785,
0.965265,0.034735,
0.927451,0.072549,
0.936975,0.063025,
0.943255,0.056745,
0.941825,0.058175,
0.836584,0.163416,
0.980371,0.019629,
0.924553,0.075447,
0.910817,0.089183,
0.961196,0.038804,
0.799618,0.200382,
0.931078,0.068922,
0.951064,0.048936,
0.978951,0.021049,
0.923264,0.076736,
0.959361,0.040639,
0.869403,0.130597,
0.945700,0.054300,
0.959002,0.040998,
0.938419,0.061581,
0.935500,0.064500,
0.967651,0.032349,
0.921836,0.078164,
0.965193,0.034807,
0.767708,0.232292,
0.948155,0.051845,
0.970265,0.029735,
0.972527,0.027473,
0.922888,0.077112,
0.937405,0.062595,
0.891966,0.108034,
0.979142,0.020858,
0.895976,0.104024,
0.585924,0.414076,
0.974858,0.025142,
0.963726,0.036274,
0.938354,0.061646,
0.895949,0.104051,
0.962501,0.037499,
0.915416,0.084584,
0.955897,0.044103,
0.850245,0.149755,
0.978373,0.021627,
0.949310,0.050690,
0.943349,0.056651,
0.836159,0.163841,
0.873547,0.126453,
0.956195,0.043805,
0.945645,0.054355,
0.918178,0.081822,
0.934420,0.065580,
0.853956,0.146044,
0.956288,0.043712,
0.963282,0.036718,
0.966578,0.033422,
0.982005,0.017995,
0.891792,0.108208,
0.969269,0.030731,
0.976020,0.023980,
0.934215,0.065785,
0.975678,0.024322,
0.964771,0.035229,
0.955504,0.044496,
0.951148,0.048852,
0.982009,0.017991,
0.985892,0.014108,
0.960098,0.039902,
0.842307,0.157693,
0.710179,0.289821,
0.451533,0.548467,
0.973315,0.026685,
0.958994,0.041006,
0.957902,0.042098,
0.950270,0.049730,
0.920376,0.079624,
0.386645,0.613355,
0.986755,0.013245,
0.944668,0.055332,
0.960224,0.039776,
0.983017,0.016983,
0.931116,0.068884,
0.946593,0.053407,
0.837124,0.162876,
0.895283,0.104717,
0.951226,0.048774,
0.952543,0.047457,
0.968761,0.031239,
0.856835,0.143165,
0.980905,0.019095,
0.950597,0.049403,
0.971290,0.028710,
0.962532,0.037468,
0.770410,0.229590,
0.965754,0.034246,
0.963428,0.036572,
0.569925,0.430075,
0.941503,0.058497,
0.978347,0.021653,
0.974145,0.025855,
0.980278,0.019722,
0.709573,0.290427,
0.972824,0.027176,
0.110694,0.889306,
0.792058,0.207942,
0.950451,0.049549,
0.760422,0.239578,
0.948434,0.051566,
0.944895,0.055105,
0.941580,0.058420,
0.938286,0.061714,
0.942593,0.057407,
0.968864,0.031136,
0.929661,0.070339,
0.929876,0.070124,
0.887066,0.112934,
0.967147,0.032853,
0.902320,0.097680,
0.987764,0.012236,
0.961050,0.038950,
0.118738,0.881262,
0.982263,0.017737,
0.943958,0.056042,
0.978679,0.021321,
0.939522,0.060478,
0.960453,0.039547,
0.356615,0.643385,
0.945949,0.054051,
0.881381,0.118619,
0.801215,0.198785,
0.941007,0.058993,
0.942979,0.057021,
0.956907,0.043093,
0.982566,0.017434,
0.832943,0.167057,
0.916332,0.083668,
0.950270,0.049730,
0.963460,0.036540,
0.903654,0.096346,
0.990924,0.009076,
0.965650,0.034350,
0.971909,0.028091,
0.944754,0.055246,
0.951924,0.048076,
0.968346,0.031654,
0.953383,0.046617,
0.882478,0.117522,
0.930201,0.069799,
0.370108,0.629892,
0.973974,0.026026,
0.923627,0.076373,
0.921270,0.078730,
0.971115,0.028885,
0.968318,0.031682,
0.929346,0.070654,
0.953569,0.046431,
0.935608,0.064392,
0.611599,0.388401,
0.973058,0.026942,
0.945579,0.054421,
0.637797,0.362203,
0.702152,0.297848,
0.387068,0.612932,
0.520603,0.479397,
0.934535,0.065465,
0.963058,0.036942,
0.974293,0.025707,
0.943505,0.056495,
0.900633,0.099367,
0.958249,0.041751,
0.930426,0.069574,
0.960744,0.039256,
0.958069,0.041931,
0.975247,0.024753,
0.942977,0.057023,
0.935074,0.064926,
0.985723,0.014277,
0.926992,0.073008,
0.883896,0.116104,
0.987720,0.012280,
0.950307,0.049693,
0.924265,0.075735,
0.862791,0.137209,
0.902732,0.097268,
0.942788,0.057212,
0.810184,0.189816,
0.355034,0.644966,
0.926661,0.073339,
0.975075,0.024925,
0.943190,0.056810,
0.968557,0.031443,
0.941746,0.058254,
0.967159,0.032841,
0.928070,0.071930,
0.947086,0.052914,
0.968235,0.031765,
0.951084,0.048916,
0.666045,0.333955,
0.667255,0.332745,
0.834651,0.165349,
0.937128,0.062872,
0.923499,0.076501,
0.097045,0.902955,
0.955734,0.044266,
0.960554,0.039446,
0.952840,0.047160,
0.962204,0.037796,
0.979748,0.020252,
0.551621,0.448379,
0.942182,0.057818,
0.967688,0.032312,
0.941106,0.058894,
0.961382,0.038618,
0.958196,0.041804,
0.950013,0.049987,
0.914149,0.085851,
0.951386,0.048614,
0.984677,0.015323,
0.962100,0.037900,
0.926983,0.073017,
0.687139,0.312861,
0.643559,0.356441,
0.859849,0.140151,
0.926293,0.073707,
0.868909,0.131091,
0.993925,0.006075,
0.924212,0.075788,
0.933490,0.066510,
0.748527,0.251473,
0.930391,0.069609,
0.974777,0.025223,
0.950458,0.049542,
0.720969,0.279031,
0.976223,0.023777,
0.972549,0.027451,
0.964247,0.035753,
0.954435,0.045565,
0.942913,0.057087,
0.932516,0.067484,
0.945507,0.054493,
0.972158,0.027842,
0.936282,0.063718,
0.624371,0.375629,
0.886442,0.113558,
0.960420,0.039580,
0.972194,0.027806,
0.952047,0.047953,
0.890856,0.109144,
0.986810,0.013190,
0.932706,0.067294,
0.896149,0.103851,
0.314921,0.685079,
0.967921,0.032079,
0.975591,0.024409,
0.937568,0.062432,
0.950206,0.049794,
0.871979,0.128021,
0.914479,0.085521,
0.950291,0.049709,
0.093925,0.906075,
0.289545,0.710455,
0.963682,0.036318,
0.947292,0.052708,
0.761501,0.238499,
0.914653,0.085347,
0.905869,0.094131,
0.491203,0.508797,
0.935569,0.064431,
0.981669,0.018331,
0.921652,0.078348,
0.953107,0.046893,
0.948604,0.051396,
0.971122,0.028878,
0.909837,0.090163,
0.873231,0.126769,
0.947183,0.052817,
0.959298,0.040702,
0.886961,0.113039,
0.976095,0.023905,
0.947470,0.052530,
0.947165,0.052835,
0.956054,0.043946,
0.949290,0.050710,
0.926289,0.073711,
0.427813,0.572187,
0.967507,0.032493,
0.718465,0.281535,
0.950236,0.049764,
0.957443,0.042557,
0.975012,0.024988,
0.597909,0.402091,
0.931643,0.068357,
0.979795,0.020205,
0.811715,0.188285,
0.880224,0.119776,
0.928316,0.071684,
0.850984,0.149016,
0.969682,0.030318,
0.966137,0.033863,
0.683391,0.316609,
0.972077,0.027923,
0.891324,0.108676,
0.888743,0.111257,
0.937814,0.062186,
0.972354,0.027646,
0.920541,0.079459,
0.976010,0.023990,
0.986895,0.013105,
0.834999,0.165001,
0.965400,0.034600,
0.963682,0.036318,
0.933971,0.066029,
0.938011,0.061989,
0.908508,0.091492,
0.977694,0.022306,
0.970767,0.029233,
0.768716,0.231284,
0.981465,0.018535,
0.929481,0.070519,
0.932468,0.067532,
0.973038,0.026962,
0.678278,0.321722,
0.955959,0.044041,
0.938398,0.061602,
0.948636,0.051364,
0.958036,0.041964,
0.899204,0.100796,
0.968901,0.031099,
0.910219,0.089781,
0.983332,0.016668,
0.949645,0.050355,
0.974538,0.025462,
0.596935,0.403065,
0.949103,0.050897,
0.626900,0.373100,
0.960335,0.039665,
0.979684,0.020316,
0.926709,0.073291,
0.980243,0.019757,
0.643086,0.356914,
0.955780,0.044220,
0.979702,0.020298,
0.900310,0.099690,
0.960209,0.039791,
0.964340,0.035660,
0.946178,0.053822,
0.935453,0.064547,
0.963715,0.036285,
0.425232,0.574768,
0.719989,0.280011,
0.976595,0.023405,
0.064474,0.935526,
0.964396,0.035604,
0.980703,0.019297,
0.438497,0.561503,
0.822604,0.177396,
0.838401,0.161599,
0.957938,0.042062,
0.935306,0.064694,
0.898226,0.101774,
0.979592,0.020408,
0.955310,0.044690,
0.960094,0.039906,
0.942279,0.057721,
0.880785,0.119215,
0.991647,0.008353,
0.961004,0.038996,
0.961389,0.038611,
0.963153,0.036847,
0.956108,0.043892,
0.982120,0.017880,
0.910690,0.089310,
0.977402,0.022598,
0.936534,0.063466,
0.871596,0.128404,
0.968634,0.031366,
0.939592,0.060408,
0.026502,0.973498,
0.909020,0.090980,
0.984731,0.015269,
0.931813,0.068187,
0.802465,0.197535,
0.915493,0.084507,
0.980852,0.019148,
0.981153,0.018847,
0.974229,0.025771,
0.956891,0.043109,
0.973872,0.026128,
0.980010,0.019990,
0.982518,0.017482,
0.964395,0.035605,
0.947272,0.052728,
0.972514,0.027486,
0.951829,0.048171,
0.704812,0.295188,
0.869972,0.130028,
0.956383,0.043617,
0.935601,0.064399,
0.358573,0.641427,
0.966436,0.033564,
0.935953,0.064047,
0.603956,0.396044,
0.967521,0.032479,
0.933396,0.066604,
0.753931,0.246069,
0.895120,0.104880,
0.265956,0.734044,
0.948710,0.051290,
0.940938,0.059062,
0.213741,0.786259,
0.823857,0.176143,
0.974574,0.025426,
0.961128,0.038872,
0.965419,0.034581,
0.718138,0.281862,
0.911844,0.088156,
0.973968,0.026032,
0.683538,0.316462,
0.977582,0.022418,
0.974537,0.025463,
0.973996,0.026004,
0.959651,0.040349,
0.937789,0.062211,
0.963041,0.036959,
0.978775,0.021225,
0.923915,0.076085,
0.787128,0.212872,
0.960106,0.039894,
0.203452,0.796548,
0.962681,0.037319,
0.966325,0.033675,
0.982055,0.017945,
0.812891,0.187109,
0.929558,0.070442,
0.959872,0.040128,
0.951814,0.048186,
0.523766,0.476234,
0.983943,0.016057,
0.947971,0.052029,
0.831981,0.168019,
0.985873,0.014127,
0.938177,0.061823,
0.961710,0.038290,
0.787251,0.212749,
0.943176,0.056824,
0.974930,0.025070,
0.909578,0.090422,
0.974597,0.025403,
0.961664,0.038336,
0.978403,0.021597,
0.759914,0.240086,
0.911492,0.088508,
0.970644,0.029356,
0.692638,0.307362,
0.889446,0.110554,
0.944553,0.055447,
0.505034,0.494966,
0.870418,0.129582,
0.816770,0.183230,
0.928269,0.071731,
0.893055,0.106945,
0.300832,0.699168,
0.887636,0.112364,
0.714562,0.285438,
0.954923,0.045077,
0.966496,0.033504,
0.945442,0.054558,
0.977538,0.022462,
0.945224,0.054776,
0.963410,0.036590,
0.977838,0.022162,
0.937266,0.062734,
0.089463,0.910537,
0.771298,0.228702,
0.929387,0.070613,
0.959301,0.040699,
0.894593,0.105407,
0.437048,0.562952,
0.964784,0.035216,
0.945825,0.054175,
0.841346,0.158654,
0.957099,0.042901,
0.793787,0.206213,
0.919100,0.080900,
0.970713,0.029287,
0.968349,0.031651,
0.967573,0.032427,
0.958788,0.041212,
0.972824,0.027176,
0.942350,0.057650,
0.982981,0.017019,
0.934252,0.065748,
0.955448,0.044552,
0.949460,0.050540,
0.981466,0.018534,
0.940548,0.059452,
0.804224,0.195776,
0.923726,0.076274,
0.920521,0.079479,
0.974873,0.025127,
0.883810,0.116190,
0.959824,0.040176,
0.967325,0.032675,
0.895273,0.104727,
0.950601,0.049399,
0.924167,0.075833,
0.940586,0.059414,
0.688914,0.311086,
0.951419,0.048581,
0.880340,0.119660,
0.966152,0.033848,
0.937850,0.062150,
0.965847,0.034153,
0.958456,0.041544,
0.927764,0.072236,
0.953159,0.046841,
0.940601,0.059399,
0.977924,0.022076,
0.954464,0.045536,
0.971421,0.028579,
0.863451,0.136549,
0.977318,0.022682,
0.608448,0.391552,
0.973966,0.026034,
0.946088,0.053912,
0.891606,0.108394,
0.575034,0.424966,
0.947768,0.052232,
0.728243,0.271757,
0.897660,0.102340,
0.982949,0.017051,
0.970285,0.029715,
0.746451,0.253549,
0.980407,0.019593,
0.694876,0.305124,
0.965467,0.034533,
0.957441,0.042559,
0.920723,0.079277,
0.965242,0.034758,
0.694150,0.305850,
0.261565,0.738435,
0.727326,0.272674,
0.890249,0.109751,
0.972283,0.027717,
0.464388,0.535612,
0.988544,0.011456,
0.889658,0.110342,
0.949566,0.050434,
0.958362,0.041638,
0.958746,0.041254,
0.968100,0.031900,
0.974151,0.025849,
0.972076,0.027924,
0.957182,0.042818,
0.987182,0.012818,
